Rebalancing Date:,Portfolio Value:,Portfolio returns:,Portfolio Running High Value:,Portfolio Maximum DrawDown:
2020-04-30,4467.231574767448,0.04179173271600556,,-0.019965576327734078
2020-05-29,4777.190330134051,0.06938497594737703,,-0.0
2020-06-30,5094.795129831168,0.06648359762718625,,-0.0
2020-07-31,5842.652086143411,0.14678842568828188,,-0.0
2020-08-31,6976.182480023598,0.19400956571905037,,-0.0
2020-09-30,7511.080228651625,0.0766748504873136,,-0.0
2020-10-30,7980.693786937529,0.06252277222316516,,-0.0
2020-11-05,7250.124629108277,-0.09154206104549678,,-0.09154206104549673
2020-11-30,7949.737894216567,0.09649672259417952,,-0.003878847321723982
2020-12-31,9195.223504653286,0.1566700219566748,,-0.0
2021-01-29,9958.899884971815,0.08305142120059039,,-0.0
2021-02-26,9290.626359178823,-0.06710314728652222,,-0.06710314728652218
2021-03-31,9684.966631430998,0.042444960867743964,,-0.027506376879457183
2021-04-30,9979.665086827179,0.030428443030436902,,-0.0
2021-05-28,10514.895658674468,0.053632117630257437,,-0.0
2021-06-30,11135.0163671552,0.05897545050474662,,-0.0
2021-07-30,10436.345321524816,-0.06274539907199816,,-0.06274539907199818
2021-08-31,11029.850702246116,0.05686908227319809,,-0.009444590060890202
2021-09-30,11170.26199404175,0.012730117168951338,,-0.0
2021-10-29,11421.330299203848,0.022476492072971865,,-0.0
2021-11-30,10476.975774174402,-0.08268340905045668,,-0.08268340905045667
2021-12-30,10048.392995893013,-0.040907107882967475,,-0.12020817779926556
2021-12-31,10043.369910494344,-0.0004998894251768693,,-0.12064797642754083
2022-01-20,10142.98884686704,0.00991887556273352,,-0.11192579312988771
2022-04-11,12138.072578192694,0.19669584196988388,,-0.0
2022-04-22,11930.498781481449,-0.017101050877235124,,-0.017101050877235097
2022-07-28,12100.36345460542,0.014237851764222542,,-0.0031066813404149814
2022-07-29,12367.700350749963,0.02209329473015087,,-0.0
2022-08-24,12689.964759876919,0.02605693863753844,,-0.0
2022-08-30,12655.89163822321,-0.002685044623720434,,-0.0026850446237204647
2022-08-31,12705.913613906405,0.00395246554830786,,-0.0
2022-09-15,12556.478699600306,-0.01176105228218649,,-0.011761052282186546
2022-09-21,12853.793175068582,0.023678173043668593,,-0.0
2022-09-22,12356.838670694058,-0.03866208967314211,,-0.03866208967314213
2022-11-30,11465.87403908576,-0.07210295896484775,,-0.1079773975727921
2022-12-30,11570.98055051469,0.009166899188900457,,-0.09980031630212122
2023-01-31,12305.594479523992,0.06348761246311363,,-0.042648787644092856
2023-02-23,11621.690354636412,-0.05557668311153674,,-0.09585519259964256
2023-03-03,11562.078229079401,-0.005129385118510688,,-0.10049289951970063
2023-03-31,10400.372238576252,-0.10047553454372771,,-0.19087135626633728
2023-04-28,10117.309208376177,-0.027216624915612164,,-0.21289310707131437
2023-05-31,9966.060573473713,-0.014949492180909574,,-0.22465995541269176
2023-06-30,10902.503102407318,0.09396315846464942,,-0.1518065559391462
2023-07-31,11824.865714309883,0.0846009951328428,,-0.08004854650644475
2023-08-31,10375.02331709618,-0.12260962891605387,,-0.1928434528400739
2023-09-21,10595.612152869347,0.021261526748540094,,-0.1756820723223739
2023-11-03,11038.366278417921,0.04178655458133895,,-0.1412366662450965
2023-11-30,11171.13017941372,0.0120274955230808,,-0.1309078940929734
2023-12-29,12645.912365278302,0.13201727687162101,,-0.016172720920505323
2024-01-31,11544.931134936916,-0.08706222204768188,,-0.10182690994829098
2024-02-29,12525.872670620527,0.08496729207115972,,-0.025511574675411357
2024-03-28,12756.721223698829,0.018429738122738293,,-0.007552008193039501
2024-04-30,12205.98933320682,-0.04317189980360192,,-0.05039787345561558
2024-05-31,12672.136685478468,0.0381900507649533,,-0.014132520036377863
2024-06-28,11456.70760143735,-0.0959135080537703,,-0.10869052851581901
2024-07-31,11393.199190781586,-0.005543338702979295,,-0.11363135880542925
2024-08-30,11383.342754492483,-0.0008651157698601475,,-0.11439817029483618
2024-09-30,11451.352051866474,0.005974457489400509,,-0.1091071798107274
2024-10-31,10455.377400037441,-0.08697441553783136,,-0.18659206215353966
