0,1,2,3,4,5,6,7,8,9
2003-01-31,EPP,0.0042950591317996835,27.641249994686046,0.07884872709981683,0.8,0.6014945329635213,-5.734233319920623e-05,71.41998432066664,7.638754844665527
2003-01-31,EWD,0.07028081261536522,31.92883829575606,0.22747604029479085,0.38571428571428573,0.532221928407439,0.0008208915674106088,57.42139173217752,4.83116340637207
2003-01-31,EWL,-0.00672594666524805,-13.141370944029118,0.07382284752830826,0.5,0.5039086236303579,0.0007009524884016294,39.25649985573686,7.214515686035156
2003-01-31,EWN,-0.019768969118238687,-33.76256012359797,0.056029028049672025,0.7,0.4944411889165803,0.0013864776051433214,21.7776002956137,7.3542399406433105
2003-01-31,EWT,0.19048784612478734,50.832921253014305,0.17785351505446423,0.8738317757009346,0.6073445501473022,-0.0004815855029616234,82.43722667404285,8.412086486816406
2003-01-31,EWY,-0.010738353278775549,-15.298405190346177,0.05568760274221751,0.7,0.5143257400065633,0.0014177735212483888,24.69390908583709,13.345792770385742
2003-01-31,IJT,0.005740510371008424,7.421775974099987,0.06679672408456261,0.7,0.528589194192965,0.000554520373841294,56.43566838279502,13.332033157348633
2003-01-31,SLYG,0.008098556435946102,8.896472437188407,0.1408647568203205,0.3,0.5340206269004052,0.0007680048280391816,52.522354705844684,8.180333137512207
2003-01-31,TLT,0.003844326048268427,7.093180146805933,0.03008335471173873,0.9761904761904762,0.69249930428386,-0.00029897038307191703,89.13964174935121,43.15314865112305
2003-01-31,EPP,0.002229094795870209,12.88979877110803,0.07556906843307609,0.4793814432989691,0.5401251884467138,0.00014949082622162102,59.121867025932985,7.534855365753174
2003-01-31,EWD,0.06619103378414341,30.576549317236392,0.2193875901267639,0.37850467289719625,0.534820977524429,0.0008569584702171618,56.87994655707913,4.820970058441162
2003-01-31,EWL,-0.006124798267943701,-12.596865843833704,0.07110362586844321,0.5,0.5059617115256154,0.0006806937393151191,39.709838745872474,7.221258640289307
2003-01-31,EWN,-0.0037791742142842533,-4.574416935847037,0.0579698669162616,0.9285714285714286,0.5159216577277076,0.000679464191922996,43.78175973194124,7.7307562828063965
2003-01-31,EWT,0.2918325997083953,55.248155022736434,0.17658633274044844,0.9220183486238532,0.6017192889329855,-0.0006294071069694596,85.66310203215666,8.497058868408203
2003-01-31,EWY,-0.006884757427418039,-8.998822063014856,0.05171573768166993,0.7857142857142857,0.5227586665285209,0.0010696129157918843,33.67345863128685,13.678868293762207
2003-01-31,IJT,0.00028102785727623957,1.1228715161355929,0.06126125169807084,0.21428571428571427,0.5153747395513922,0.0007564633943510923,48.90228768476813,13.140003204345703
2003-01-31,SLYG,0.010237256217949353,8.888443433371318,0.13398014454098095,0.4,0.5332039647437058,0.0007673965958887585,52.522354705844684,8.180333137512207
2003-01-31,TLT,0.004653559823000826,7.502342856218758,0.03384252019780698,0.9761904761904762,0.6674180763491171,-0.00031079842433079374,90.51370816256119,43.21604537963867
2003-02-28,EPP,0.0016940368692814408,5.380883759196742,0.04650993163692618,0.9705882352941176,0.661818112879356,0.00019704577036772086,53.47893597488411,7.482176780700684
2003-02-28,EWD,0.051468639227252234,30.213157289105787,0.14765694995536172,0.5,0.5486640736152765,0.000742896098405943,56.60933794732327,4.81587553024292
2003-02-28,EWL,-0.0005282905710665803,-44.94346262553375,0.0038986172856989576,0.4,0.5020201881791941,0.0012452209684798987,12.05780142980797,6.809962749481201
2003-02-28,EWN,-0.022853750610977087,-31.060352923016676,-0.045749021334796414,0.7,0.4875492502180153,0.0019831776656080713,23.762445512618683,6.795536518096924
2003-02-28,EWT,0.015920947971627925,9.049112493152878,0.10847403634224606,0.7,0.570248444430902,0.0007872576043554957,51.612883371390936,7.600146293640137
2003-02-28,EWY,-0.002659876842531463,-14.609697540004518,0.025319145059988335,0.3333333333333333,0.573033373864571,0.0015241910272127956,24.698649338861355,12.861312866210938
2003-02-28,IJT,-0.0006897146475008242,-4.573187553539504,0.010912320197894454,0.7666666666666667,0.5925400190263597,0.00072957865483958,41.700085712885404,12.956415176391602
2003-02-28,SLYG,0.0029789868726628533,2.155462656650675,0.0611546303924253,0.9,0.6697636910201643,0.0007830621102242752,47.87826682560636,8.071378707885742
2003-02-28,TLT,0.027177341682279726,11.695122067790752,0.05208884772656819,0.9954954954954955,0.7129971527909431,-0.0006285363080054118,100.0,44.48971176147461
